key,gmods,col,stat,mpkey,code,section,crn,title,yc_attrs,ci_attrs,description,hours,regnotes,rp_attr,instructordetail_html,meeting_html,final_exam,resources,last_updated,srcdb
133,"Y,1,A,Q,F,C,2,3,7,4,G,K,W,L,8,Z,5,H,M,6,9,D,X,I,U",YC,A,2095,ANTH 322,01,10458,Environmental Justice in South Asia,This course can be applied towards the <i>Social Sciences</i> Yale College distributional requirement.,,"<p>Study of South Asiaâ€™s nation building and economic development in the aftermath of war and decolonization in the 20th century. How it generated unprecedented stress on natural environments; increased social disparity; and exposure of the poor and minorities to environmental risks and loss of homes, livelihoods, and cultural resources. Discussion of the rise of environmental justice movements and policies in the region as the world comes to grips with living in the Anthropocene.</p>",1,,,"<div class=""instructor-detail"">Kalyanakrishnan Sivaramakrishnan</div>","<div class=""meet"">Th 1:30pm-3:20pm<span class=""meet-room-201803""> in SA10 110</span></div>",HTBA,"<a href=""#"" role=""button"" class=""btn"" id=""course_eval_button""data-crn=""10458"" data-srcdb=""201803"" data-action=""login,course-evals"" >COURSE EVALUATIONS</a><a title=""Opens in a new window."" role=""button"" class=""btn"" href=""https://yale.instructure.com/courses/39001/assignments/syllabus"" target=""_blank"">SYLLABUS</a><form name=""orderBooks"" class=""book-form"" method=""post"" action=""https://secure.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-999-_-1-_-A"" target=""_blank""><input type=""hidden"" name=""catalogId"" value=""10001"" /><input type=""hidden"" name=""storeId"" value=""16556"" /><input type=""hidden"" name=""termMapping"" value=""N"" /><input type=""hidden"" name=""courseXml"" value='<?xml version=""1.0"" encoding=""UTF-8""?><textbookorder><courses><course dept=""ANTH"" num=""322"" sect=""1"" term=""F18"" /></courses></textbookorder>'/><input type=""submit"" value=""BUY BOOKS"" role=""button"" class=""btn"" ></form>",Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
134,"Y,1,A,Q,F,C,2,3,7,4,G,K,L,8,Z,5,M,6,9,D,X,U",YC,A,1,ANTH 332,01,14048,Endangered Languages in Social Context,This course can be applied towards the <i>Social Sciences</i> Yale College distributional requirement.,YC Anthropology: Linguistic,"An introduction to language endangerment as a global phenomenon. Topics include politics of bilingualism and language shift, politics of linguistic identity, ethnic and national communities, and language in media.",1,,,"<div class=""instructor-detail"">J. Joseph Errington</div>",,HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
135,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T",YC,A,2091,ANTH 370,01,14284,Anthropology of Information,This course can be applied towards the <i>Social Sciences</i> Yale College distributional requirement.,YC Anthropology: Linguistic,"<p>Semiotic technologies, with a focus on the digital and computational mediation of meaning. Relations between meaning and information, between interpretation and computation, and between interaction and infrastructure. Readings from media studies, cybernetics, computer science, semiotics, anthropology, and critical theory.</p>",1,,,"<div class=""instructor-detail"">Paul Kockelman</div>","<div class=""meet"">Th 9:25am-11:15am</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
136,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T",YC,A,2030,ANTH 380,01,12268,The Evolution of Language and Culture,This course can be applied towards the following Yale College distributional requirements: <ul><li>Social Sciences</li><li>Writing</li></ul>,,"<p>Introduction to cultural and linguistic evolution. How diversity evolves; how innovations proceed through a community; who within a community drives change; how changes can be “undone” to reconstruct the past. Methods originally developed for studying evolutionary biology are applied to language and culture.</p>
<p class=""prerequisites"">None</p>",1,,,"<div class=""instructor-detail"">Claire Bowern</div>","<div class=""meet"">MW 1pm-2:15pm<span class=""meet-room-201803""> in WTS B30</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
137,"Y,1,A,Q,F,C,2,3,7,4,G,K,L,8,Z,5,M,6,9,D,X,U",YC,A,2095,ANTH 385,01,13226,Archaeological Ceramics,This course can be applied towards the <i>Social Sciences</i> Yale College distributional requirement.,YC Anthropology: Archaeology ,"<p>Archaeological methods for analyzing and interpreting ceramics, arguably the most common type of object found in ancient sites. Focus on what different aspects of ceramic vessels reveal about the people who made them and used them.</p>",1,,,"<div class=""instructor-detail"">Anne Underhill</div>","<div class=""meet"">Th 1:30pm-3:20pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
138,"Y,1,A,Q,F,C,2,3,7,4,G,K,W,L,8,Z,5,M,6,9,D,X,U",YC,A,2042,ANTH 386,01,11238,"Humanitarian Interventions: Ethics, Politics, and Health",This course can be applied towards the following Yale College distributional requirements: <ul><li>Social Sciences</li><li>Writing</li></ul>,YC Anthropology: Sociocultural,"<p>Analysis of humanitarian interventions from a variety of social science disciplinary perspectives. Issues related to policy, legal protection, health care, morality, and governance in relation to the moral imperative to save lives in conditions of extreme adversity. Promotion of dialogue between social scientists and humanitarian practitioners.</p>",1,,,"<div class=""instructor-detail"">Catherine Panter-Brick</div>","<div class=""meet"">HTBA</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
139,"Y,1,A,Q,F,C,2,3,7,4,G,K,L,8,Z,5,M,6,9,D,X,U",YC,A,2095,ANTH 406,01,12483,Rivers: Nature and Politics,This course can be applied towards the <i>Social Sciences</i> Yale College distributional requirement.,YC Anthropology: Sociocultural,<p>The natural history of rivers and river systems and the politics surrounding the efforts of states to manage and engineer them.</p>,1,,,"<div class=""instructor-detail"">James Scott</div>","<div class=""meet"">HTBA</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
140,"Y,1,A,Q,F,C,2,3,7,4,G,K,W,L,8,Z,5,H,M,6,9,D,X,I,U",YC,A,2095,ANTH 409,01,11042,Climate and Society from Past to Present,This course can be applied towards the <i>Social Sciences</i> Yale College distributional requirement.,YC Anthropology: Sociocultural,"<p>Discussion of the major traditions of thought—both historic and contemporary—regarding climate, climate change, and society; focusing on the politics of knowledge and belief vs disbelief; and drawing on the social sciences and anthropology in particular.</p>",1,,,"<div class=""instructor-detail"">Michael Dove</div>","<div class=""meet"">Th 1:30pm-3:20pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
141,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,M,6,9,X,U",YC,A,1,ANTH 413,01,14049,"Language, Culture, and Ideology",This course can be applied towards the <i>Social Sciences</i> Yale College distributional requirement.,YC Anthropology: Linguistic,"<p>Review of influential anthropological theories of culture, with reference to theories of language that inspired or informed them. American and European structuralism; cognitivist and interpretivist approaches to cultural description; the work of Bakhtin, Bourdieu, and various critical theorists.</p>",1,,This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">J. Joseph Errington</div>",,HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
142,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T",YC,A,1,ANTH 439,01,10466,"Africa, Politics, Anthropology",This course can be applied towards the <i>Social Sciences</i> Yale College distributional requirement.,YC Anthropology: Sociocultural,"<p>Historical-anthropological study of politics in Africa since the early nineteenth century. The creation and operation of African states; the negotiation of legitimacy, authority, and belonging by state agents and the people they govern; anthropological theories about the workings of African politics, including the involvement of both state and nonstate actors.</p>",1,,,"<div class=""instructor-detail"">Louisa Lombard</div>",,HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
143,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T,E",YC,A,2142,ANTH 454,01,10467,Statistics for Archaeological Analysis,This course can be applied towards the <i>Quantitative Reasoning</i> Yale College distributional requirement.,,"<p>An introduction to quantitative data collection, analysis, and argumentation for archaeologists. Emphasis on the exploration, visualization, and analysis of specifically archaeological data using simple statistical approaches.</p>
<p class=""prerequisites"">No prior knowledge of statistics required.</p>",1,,,"<div class=""instructor-detail"">William Honeychurch</div>","<div class=""meet"">F 3:30pm-5:20pm<span class=""meet-room-201803""> in HLH51 101</span></div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
144,"E,1,A,F,C,2,3,7,4,G,L,8,Z,5,M,6,9,X,U,Y",YC,A,1,ANTH 471,01,10470,Readings in Anthropology,,,"<p>For students who wish to investigate an area of anthropology not covered by regular departmental offerings. The project must terminate with at least a term paper or its equivalent. No student may take more than two terms for credit. To apply for admission, a student should present a prospectus and bibliography to the director of undergraduate studies no later than the third week of the term. Written approval from the faculty member who will direct the student's reading and writing must accompany the prospectus.</p>",1,,,"<div class=""instructor-detail"">William Honeychurch</div>",,HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
145,"E,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,M,6,9,X,U,Y",YC,A,1,ANTH 472,01,13081,Readings in Anthropology,,,"<p>For students who wish to investigate an area of anthropology not covered by regular departmental offerings. The project must terminate with at least a term paper or its equivalent. No student may take more than two terms for credit. To apply for admission, a student should present a prospectus and bibliography to the director of undergraduate studies no later than the third week of the term. Written approval from the faculty member who will direct the student's reading and writing must accompany the prospectus.</p>",1,,,"<div class=""instructor-detail"">William Honeychurch</div>",,HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
146,"Y,1,A,Q,F,C,2,3,7,4,G,L,8,Z,5,M,6,9,D,X,U",YC,A,2042,ANTH 475,01,14000,Issues in Primate Behavioral Ecology,,,"<p>Examination of current and historically important topics in the study of primate behavioral ecology, including mating systems, sexual selection, and influences on reproductive success; feeding competition, predation, group living, and the evolution of social relationships; life history strategies; and insights gained by combining behavioral data with noninvasive hormonal and genetic sampling.</p>
<p class=""prerequisites"">Prerequisite: ANTH 270a or a comparable course in Biology.</p>",1,,,"<div class=""instructor-detail"">David Watts</div>","<div class=""meet"">W 1:30pm-3:20pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
147,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T,E",YC,A,2121,ANTH 478,01,11037,"Agriculture: Origins, Evolution, Crises",This course can be applied towards the <i>Social Sciences</i> Yale College distributional requirement.,,"<p>Analysis of the societal and environmental drivers and effects of plant and animal domestication, the intensification of agroproduction, and the crises of agroproduction: land degradation, societal collapses, sociopolitical transformation, sustainability, and biodiversity.</p>",1,,,"<div class=""instructor-detail"">Harvey Weiss</div>","<div class=""meet"">Th 3:30pm-5:20pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
148,"Z,1,A,Q,F,C,2,3,7,4,G,L,8,5,M,6,9,X,U,Y",YC,A,1,ANTH 491,01,10473,The Senior Essay,,,"<p>Supervised investigation of some topic in depth. The course requirement is a long essay to be submitted as the student's senior essay. By the end of the third week of the term in which the essay is written, the student must present a prospectus and a preliminary bibliography to the director of undergraduate studies. Written approval from an Anthropology faculty adviser and an indication of a preferred second reader must accompany the prospectus.</p>",1,,,"<div class=""instructor-detail"">William Honeychurch</div>",,HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
171,"Y,1,A,Q,F,C,V,2,3,7,4,G,K,J,W,L,8,Z,5,H,M,6,N,9,D,B,X,I,P,R,O,U,S,T,E",YC,A,2031,APHY 050,01,10494,Science of Modern Technology and Public Policy,This course can be applied towards the <i>Sciences</i> Yale College distributional requirement.,,"<p>Examination of the science behind selected advances in modern technology and implications for public policy, with focus on the scientific and contextual basis of each advance. Topics are developed by the participants with the instructor and with guest lecturers, and may include nanotechnology, quantum computation and cryptography, renewable energy technologies, optical systems for communication and medical diagnostics, transistors, satellite imaging and global positioning systems, large-scale immunization, and DNA made to order.</p>
<p class=""prerequisites"">Enrollment limited to first-year students. Preregistration required; see under First-Year Seminar Program.</p>",1,,This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Daniel Prober</div>","<div class=""meet"">MW 2:30pm-3:45pm</div>",HTBA,"<a href=""#"" role=""button"" class=""btn"" id=""course_eval_button""data-crn=""10494"" data-srcdb=""201803"" data-action=""login,course-evals"" >COURSE EVALUATIONS</a><a title=""Opens in a new window."" role=""button"" class=""btn"" href=""https://yale.instructure.com/courses/39026/assignments/syllabus"" target=""_blank"">SYLLABUS</a><form name=""orderBooks"" class=""book-form"" method=""post"" action=""https://secure.bncollege.com/webapp/wcs/stores/servlet/TBListView?cm_mmc=RI-_-999-_-1-_-A"" target=""_blank""><input type=""hidden"" name=""catalogId"" value=""10001"" /><input type=""hidden"" name=""storeId"" value=""16556"" /><input type=""hidden"" name=""termMapping"" value=""N"" /><input type=""hidden"" name=""courseXml"" value='<?xml version=""1.0"" encoding=""UTF-8""?><textbookorder><courses><course dept=""APHY"" num=""050"" sect=""1"" term=""F18"" /></courses></textbookorder>'/><input type=""submit"" value=""BUY BOOKS"" role=""button"" class=""btn"" ></form>",Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
172,"Y,1,A,Q,F,C,2,3,7,4,G,K,L,8,Z,5,M,6,9,D,X,U",YC,A,2052,APHY 151,01,10933,Multivariable Calculus for Engineers,This course can be applied towards the <i>Quantitative Reasoning</i> Yale College distributional requirement.,,"<p>An introduction to multivariable calculus focusing on applications to engineering problems. Topics include vector-valued functions, vector analysis, partial differentiation, multiple integrals, vector calculus, and the theorems of Green, Stokes, and Gauss.</p>
<p class=""prerequisites"">Prerequisite: <a href=""/search/?p=MATH%20115"" data-action=""result-detail"" data-group=""code:MATH 115"" >MATH 115</a> or equivalent.</p>",1,,This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Vidvuds Ozolins</div>","<div class=""meet"">MW 11:35am-12:50pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
173,"Y,1,A,Q,F,C,2,3,7,4,G,K,L,8,Z,5,M,6,9,D,X,U",YC,A,2030,APHY 194,01,13156,Ordinary and Partial Differential Equations with Applications,This course can be applied towards the <i>Quantitative Reasoning</i> Yale College distributional requirement.,,"<p>Basic theory of ordinary and partial differential equations useful in applications. First- and second-order equations, separation of variables, power series solutions, Fourier series, Laplace transforms.</p>
<p class=""prerequisites"">Prerequisites: <a href=""/search/?p=ENAS%20151"" data-action=""result-detail"" data-group=""code:ENAS 151"" >ENAS 151</a> or equivalent, and knowledge of matrix-based operations.</p>",1,,This course meets during the <i>Reading Period</i>: the week between the last week of classes and finals week. Meets Reading Period,"<div class=""instructor-detail"">Beth Anne Bennett</div>","<div class=""meet"">MW 1pm-2:15pm</div>",HTBA,,Sun Jul 29 2018 11:34:55 GMT-0500 (CDT),201803
